output_id,link,output_name,project,type,metric_type,count,retrieved_date,status
o104,https://doi.org/10.1007/978-3-031-70543-4_11,CATMuS Medieval: A Multilingual Large-Scale Cross-Century Dataset in Latin Script for Handwritten Text Recognition and Beyond,Staff Projects,Publication,Downloads,,2026-08-20,manual
o105,https://doi.org/10.18653/v1/2024.ml4al-1.21,Latin Treebanks in Review: An Evaluation of Morphological Tagging Across Time,Staff Projects,Publication,Views,,2026-08-20,manual
o105,https://doi.org/10.18653/v1/2024.ml4al-1.21,Latin Treebanks in Review: An Evaluation of Morphological Tagging Across Time,Staff Projects,Publication,Downloads,,2026-08-20,manual
o106,https://doi.org/10.63744/dCDQd0sTPLEk,Proceedings of Digital Humanities Tech Symposium 2025: Introduction,DH Tech,Publication,Views,,2026-08-20,manual
o106,https://doi.org/10.63744/dCDQd0sTPLEk,Proceedings of Digital Humanities Tech Symposium 2025: Introduction,DH Tech,Publication,Downloads,,2026-08-20,manual
o107,https://doi.org/10.63744/SFtXXpIE4ERh,Undate in Action,Staff Projects,Publication,Views,,2026-08-20,manual
o107,https://doi.org/10.63744/SFtXXpIE4ERh,Undate in Action,Staff Projects,Publication,Downloads,,2026-08-20,manual
o109,https://doi.org/10.22148/jca.1084,Princeton Geniza Project datasets,Princeton Geniza Lab,Publication,Views,,2026-08-20,manual
o109,https://doi.org/10.22148/jca.1084,Princeton Geniza Project datasets,Princeton Geniza Lab,Publication,Downloads,,2026-08-20,manual
o110,https://doi.org/10.5281/zenodo.18187581,Unstable Data and the Unusual Case of the Prosody Excerpt in the Digital Library,Undate,Presentation / Poster,Views,244,2026-08-20,ok
o110,https://doi.org/10.5281/zenodo.18187581,Unstable Data and the Unusual Case of the Prosody Excerpt in the Digital Library,Undate,Presentation / Poster,Downloads,150,2026-08-20,ok
o111,https://www.oeaw.ac.at/en/imafo/events/event-details/computational-approaches-to-textual-multiplicity-in-curricular-manuscripts,Computational Approaches to Textual Multiplicity in Curricular Manuscripts,Staff Projects,Presentation / Poster,Views,,2026-08-20,manual
o111,https://www.oeaw.ac.at/en/imafo/events/event-details/computational-approaches-to-textual-multiplicity-in-curricular-manuscripts,Computational Approaches to Textual Multiplicity in Curricular Manuscripts,Staff Projects,Presentation / Poster,Downloads,,2026-08-20,manual
o112,https://pricelab.sas.upenn.edu/events/mellon-seminar-christine-roughan,Machine Learning for Manuscript Texts and Images,Staff Projects,Presentation / Poster,Views,,2026-08-20,manual
o112,https://pricelab.sas.upenn.edu/events/mellon-seminar-christine-roughan,Machine Learning for Manuscript Texts and Images,Staff Projects,Presentation / Poster,Downloads,,2026-08-20,manual
o113,https://cdh.princeton.edu/events/2025/06/scoop-source-codes-of-the-past-launching-an-international-atrhtr-network-for-manuscript-analysis/,Integrating ATR Software with University HPC Infrastructure,Princeton Open HTR Initiative,Presentation / Poster,Views,,2026-08-20,manual
o113,https://cdh.princeton.edu/events/2025/06/scoop-source-codes-of-the-past-launching-an-international-atrhtr-network-for-manuscript-analysis/,Integrating ATR Software with University HPC Infrastructure,Princeton Open HTR Initiative,Presentation / Poster,Downloads,,2026-08-20,manual
o115,https://humanities.princeton.edu/event/resistance-and-its-futures-translating-the-untranslatable-wartime-poetry-of-rene-char/,When Humans and Machines Translate Char: Computational Insights into Feuillets d'Hypnos Across Languages,Staff Projects,Presentation / Poster,Views,,2026-08-20,manual
o115,https://humanities.princeton.edu/event/resistance-and-its-futures-translating-the-untranslatable-wartime-poetry-of-rene-char/,When Humans and Machines Translate Char: Computational Insights into Feuillets d'Hypnos Across Languages,Staff Projects,Presentation / Poster,Downloads,,2026-08-20,manual
o116,https://doi.org/10.21071/mijtk.v9i.16723,The Elementary Particles: A Computational Stylometric Inquiry into the Mediaeval Greek-Latin Aristotle,Staff Projects,Publication,Citation Count,1,2026-08-20,ok
o116,https://doi.org/10.21071/mijtk.v9i.16723,The Elementary Particles: A Computational Stylometric Inquiry into the Mediaeval Greek-Latin Aristotle,Staff Projects,Publication,Views,,2026-08-20,manual
o116,https://doi.org/10.21071/mijtk.v9i.16723,The Elementary Particles: A Computational Stylometric Inquiry into the Mediaeval Greek-Latin Aristotle,Staff Projects,Publication,Downloads,,2026-08-20,manual
o117,https://doi.org/10.1145/3685650.3685669,Post-OCR Correction with OpenAI's GPT Models on Challenging English Prosody Texts,Princeton Prosody Archive,Publication,Citation Count,7,2026-08-20,ok
o117,https://doi.org/10.1145/3685650.3685669,Post-OCR Correction with OpenAI's GPT Models on Challenging English Prosody Texts,Princeton Prosody Archive,Publication,Views,,2026-08-20,manual
o117,https://doi.org/10.1145/3685650.3685669,Post-OCR Correction with OpenAI's GPT Models on Challenging English Prosody Texts,Princeton Prosody Archive,Publication,Downloads,,2026-08-20,manual
o118,https://ceur-ws.org/Vol-3834/#xpreface,Proceedings of the Computational Humanities Research Conference 2024,Staff Projects,Publication,Views,,2026-08-20,manual
o118,https://ceur-ws.org/Vol-3834/#xpreface,Proceedings of the Computational Humanities Research Conference 2024,Staff Projects,Publication,Downloads,,2026-08-20,manual
o119,https://2024.computational-humanities-research.org/papers/paper110/,Steps towards mining manuscript images for untranscribed texts: A case study from the Syriac collection at the Vatican Library,Staff Projects,Publication,Views,,2026-08-20,manual
o119,https://2024.computational-humanities-research.org/papers/paper110/,Steps towards mining manuscript images for untranscribed texts: A case study from the Syriac collection at the Vatican Library,Staff Projects,Publication,Downloads,,2026-08-20,manual
o120,https://amodern.net/article/amodern-9-techniques-technologies/,Extended Technique: New Scholarship on the Uses of Media,Staff Projects,Publication,Views,,2026-08-20,manual
o120,https://amodern.net/article/amodern-9-techniques-technologies/,Extended Technique: New Scholarship on the Uses of Media,Staff Projects,Publication,Downloads,,2026-08-20,manual
o121,https://lareviewofbooks.org/article/what-is-space-opera-in-the-2020s,What Is Space Opera in the 2020s?,Staff Projects,Publication,Views,,2026-08-20,manual
o121,https://lareviewofbooks.org/article/what-is-space-opera-in-the-2020s,What Is Space Opera in the 2020s?,Staff Projects,Publication,Downloads,,2026-08-20,manual
o124,https://doi.org/10.1017/chr.2025.10006,Undate: humanistic dates for computation,Undate,Publication,Citation Count,2,2026-08-20,ok
o124,https://doi.org/10.1017/chr.2025.10006,Undate: humanistic dates for computation,Undate,Publication,Views,,2026-08-20,manual
o124,https://doi.org/10.1017/chr.2025.10006,Undate: humanistic dates for computation,Undate,Publication,Downloads,,2026-08-20,manual
o125,https://www.upress.umn.edu/9781517916084/critical-infrastructure-studies-and-digital-humanities/,Alternative Infrastructures for Digital Equity: Community-Based Internet Access,Staff Projects,Publication,Views,,2026-08-20,manual
o125,https://www.upress.umn.edu/9781517916084/critical-infrastructure-studies-and-digital-humanities/,Alternative Infrastructures for Digital Equity: Community-Based Internet Access,Staff Projects,Publication,Downloads,,2026-08-20,manual
o126,https://dhdebates.gc.cuny.edu/read/digital-futures-of-graduate-study-in-the-humanities/section/a956c743-97af-4345-9da6-2e9682ca0a55#ch23,“Graduate Students and Project Management” in “Digital Futures of Graduate Study in the Humanities”,Digital Humanities Processes and Practices,Publication,Views,,2026-08-20,manual
o126,https://dhdebates.gc.cuny.edu/read/digital-futures-of-graduate-study-in-the-humanities/section/a956c743-97af-4345-9da6-2e9682ca0a55#ch23,“Graduate Students and Project Management” in “Digital Futures of Graduate Study in the Humanities”,Digital Humanities Processes and Practices,Publication,Downloads,,2026-08-20,manual
o127,https://doi.org/10.5281/zenodo.14516830,Versions and Values: Exploring DH Coding Communities and Practices on GitHub,Staff Projects,Presentation / Poster,Views,213,2026-08-20,ok
o127,https://doi.org/10.5281/zenodo.14516830,Versions and Values: Exploring DH Coding Communities and Practices on GitHub,Staff Projects,Presentation / Poster,Downloads,166,2026-08-20,ok
o129,https://doi.org/10.18737/CNJV1733p4520221212,Time Horizons of Futuristic Fiction,Staff Projects,Publication,Citation Count,2,2026-08-20,ok
o129,https://doi.org/10.18737/CNJV1733p4520221212,Time Horizons of Futuristic Fiction,Staff Projects,Publication,Views,,2026-08-20,manual
o129,https://doi.org/10.18737/CNJV1733p4520221212,Time Horizons of Futuristic Fiction,Staff Projects,Publication,Downloads,,2026-08-20,manual
o130,https://docs.google.com/document/d/16aM9mgIayAdD4heavVI0Og3Ia7J2jnisbUqbIs66qy8/edit?usp=embed_facebook,Prodigy Handbook - PPA,Princeton Prosody Archive,Grey Literature,Views,,2026-08-20,manual
o130,https://docs.google.com/document/d/16aM9mgIayAdD4heavVI0Og3Ia7J2jnisbUqbIs66qy8/edit?usp=embed_facebook,Prodigy Handbook - PPA,Princeton Prosody Archive,Grey Literature,Downloads,,2026-08-20,manual
o131,https://shakespeareandco.princeton.edu/analysis/2019/12/representing-gender-in-the-shakespeare-and-company-project/,Representing Gender in the Shakespeare and Company Project,Shakespeare and Company,Grey Literature,Views,,2026-08-20,manual
o131,https://shakespeareandco.princeton.edu/analysis/2019/12/representing-gender-in-the-shakespeare-and-company-project/,Representing Gender in the Shakespeare and Company Project,Shakespeare and Company,Grey Literature,Downloads,,2026-08-20,manual
o132,https://shakespeareandco.princeton.edu/analysis/2020/03/shakespeare-and-company-lending-library-cards-context/,The Shakespeare and Company Lending Library Cards in Context,Shakespeare and Company,Grey Literature,Views,,2026-08-20,manual
o132,https://shakespeareandco.princeton.edu/analysis/2020/03/shakespeare-and-company-lending-library-cards-context/,The Shakespeare and Company Lending Library Cards in Context,Shakespeare and Company,Grey Literature,Downloads,,2026-08-20,manual
o134,https://shakespeareandco.princeton.edu/analysis/2020/11/shakespeare-and-company-top-ten-lists/,Shakespeare and Company: Top Ten Lists,Shakespeare and Company,Grey Literature,Views,,2026-08-20,manual
o134,https://shakespeareandco.princeton.edu/analysis/2020/11/shakespeare-and-company-top-ten-lists/,Shakespeare and Company: Top Ten Lists,Shakespeare and Company,Grey Literature,Downloads,,2026-08-20,manual
o136,https://www.routledge.com/Multilingual-Digital-Humanities/Viola-Spence/p/book/9781032491943,Bridging the Gap Between Digital Humanities and Natural Language Processing: A Pedagogical Imperative for Humanistic NLP,New Languages for NLP,Publication,Views,,2026-08-20,manual
o136,https://www.routledge.com/Multilingual-Digital-Humanities/Viola-Spence/p/book/9781032491943,Bridging the Gap Between Digital Humanities and Natural Language Processing: A Pedagogical Imperative for Humanistic NLP,New Languages for NLP,Publication,Downloads,,2026-08-20,manual
o138,https://doi.org/10.1017/9781009263610.012,"Computing Koselleck: Modelling Semantic Revolutions, 1720–1960",Staff Projects,Publication,Citation Count,2,2026-08-20,ok
o138,https://doi.org/10.1017/9781009263610.012,"Computing Koselleck: Modelling Semantic Revolutions, 1720–1960",Staff Projects,Publication,Views,,2026-08-20,manual
o138,https://doi.org/10.1017/9781009263610.012,"Computing Koselleck: Modelling Semantic Revolutions, 1720–1960",Staff Projects,Publication,Downloads,,2026-08-20,manual
o139,https://startwords.cdh.princeton.edu/issues/1/modeling-howto/,Print a Model of the Shakespeare and Company Lending Library Membership,Data Beyond Vision,Publication,Views,,2026-08-20,manual
o139,https://startwords.cdh.princeton.edu/issues/1/modeling-howto/,Print a Model of the Shakespeare and Company Lending Library Membership,Data Beyond Vision,Publication,Downloads,,2026-08-20,manual
o140,https://modernistreviewcouk.wordpress.com/2020/08/04/a-conversation-with-joshua-kotin-and-rebecca-sutton-koser-about-the-shakespeare-and-company-project/,Reading English-Language Literature in Interwar Paris: A Conversation with Joshua Kotin and Rebecca Sutton Koeser About the Shakespeare and Company Project,Shakespeare and Company,Publication,Views,,2026-08-20,manual
o140,https://modernistreviewcouk.wordpress.com/2020/08/04/a-conversation-with-joshua-kotin-and-rebecca-sutton-koser-about-the-shakespeare-and-company-project/,Reading English-Language Literature in Interwar Paris: A Conversation with Joshua Kotin and Rebecca Sutton Koeser About the Shakespeare and Company Project,Shakespeare and Company,Publication,Downloads,,2026-08-20,manual
o142,https://rlskoeser.github.io/2019/07/26/best-practices/,Best Practices?,Digital Humanities Processes and Practices,Presentation / Poster,Views,,2026-08-20,manual
o142,https://rlskoeser.github.io/2019/07/26/best-practices/,Best Practices?,Digital Humanities Processes and Practices,Presentation / Poster,Downloads,,2026-08-20,manual
o143,http://uxpamagazine.org/on-a-path-to-transparent-collaborations-weave/,On a Path to Transparent Collaborations: Weave User Experience Magazine,Digital Humanities Processes and Practices,Publication,Views,,2026-08-20,manual
o143,http://uxpamagazine.org/on-a-path-to-transparent-collaborations-weave/,On a Path to Transparent Collaborations: Weave User Experience Magazine,Digital Humanities Processes and Practices,Publication,Downloads,,2026-08-20,manual
o163,http://converge.cci.kent.edu/design-for-collaborative-research/,Design for Interdisciplinary Collaboration,Digital Humanities Processes and Practices,Presentation / Poster,Views,,2026-08-20,manual
o163,http://converge.cci.kent.edu/design-for-collaborative-research/,Design for Interdisciplinary Collaboration,Digital Humanities Processes and Practices,Presentation / Poster,Downloads,,2026-08-20,manual
o165,https://www.academia.edu/20390023/Periodical_Studies_Why_and_How_to_Re-read_East_European_Journals,Periodical Studies: Why and How to Re-read East European Journals,Staff Projects,Publication,Views,,2026-08-20,manual
o165,https://www.academia.edu/20390023/Periodical_Studies_Why_and_How_to_Re-read_East_European_Journals,Periodical Studies: Why and How to Re-read East European Journals,Staff Projects,Publication,Downloads,,2026-08-20,manual
o166,https://doi.org/10.5281/ZENODO.14714088,"HTR Winter School 2024 - Syriac, ÖNB Cod. Syr. 1",Princeton Open HTR Initiative,,Views,,2026-08-20,manual
o166,https://doi.org/10.5281/ZENODO.14714088,"HTR Winter School 2024 - Syriac, ÖNB Cod. Syr. 1",Princeton Open HTR Initiative,,Downloads,,2026-08-20,manual
o167,https://doi.org/10.5281/ZENODO.15839056,Princeton Geniza Project Dataset,Princeton Geniza Lab,,Citation Count,2,2026-08-20,ok
o167,https://doi.org/10.5281/ZENODO.15839056,Princeton Geniza Project Dataset,Princeton Geniza Lab,,Views,,2026-08-20,manual
o167,https://doi.org/10.5281/ZENODO.15839056,Princeton Geniza Project Dataset,Princeton Geniza Lab,,Downloads,,2026-08-20,manual
o168,https://doi.org/10.34770/2EZK-1104,Derrida's Margins datasets,Derrida's Margins,,Views,,2026-08-20,manual
o168,https://doi.org/10.34770/2EZK-1104,Derrida's Margins datasets,Derrida's Margins,,Downloads,,2026-08-20,manual
o169,https://doi.org/10.5281/zenodo.3359172,CDH Project Charter — Princeton Prosody Archive 2017-18,Digital Humanities Processes and Practices,Grey Literature,Views,844,2026-08-20,ok
o169,https://doi.org/10.5281/zenodo.3359172,CDH Project Charter — Princeton Prosody Archive 2017-18,Digital Humanities Processes and Practices,Grey Literature,Downloads,478,2026-08-20,ok
o170,https://doi.org/10.5281/zenodo.3359198,"""Built by CDH"" Software Warranty",Digital Humanities Processes and Practices,Publication,Views,260,2026-08-20,ok
o170,https://doi.org/10.5281/zenodo.3359198,"""Built by CDH"" Software Warranty",Digital Humanities Processes and Practices,Publication,Downloads,140,2026-08-20,ok
o171,https://github.com/Princeton-CDH/htr2hpc,htr2hpc,Princeton Open HTR Initiative,Software Release,Views,,2026-08-20,manual
o171,https://github.com/Princeton-CDH/htr2hpc,htr2hpc,Princeton Open HTR Initiative,Software Release,Downloads,,2026-08-20,manual
o172,https://doi.org/10.5281/zenodo.15312548,Princeton-CDH/corppa: v0.4,Princeton Prosody Archive,Software Release,Views,45,2026-08-20,ok
o172,https://doi.org/10.5281/zenodo.15312548,Princeton-CDH/corppa: v0.4,Princeton Prosody Archive,Software Release,Downloads,31,2026-08-20,ok
o173,https://doi.org/10.5281/zenodo.13312276,Princeton-CDH/djiffy: v0.9.1,Research Software,Software Release,Views,43,2026-08-20,ok
o173,https://doi.org/10.5281/zenodo.13312276,Princeton-CDH/djiffy: v0.9.1,Research Software,Software Release,Downloads,14,2026-08-20,ok
o174,https://doi.org/10.5281/zenodo.13905645,Princeton-CDH/django-pucas: v0.9,Research Software,Software Release,Views,40,2026-08-20,ok
o174,https://doi.org/10.5281/zenodo.13905645,Princeton-CDH/django-pucas: v0.9,Research Software,Software Release,Downloads,19,2026-08-20,ok
o175,https://doi.org/10.5281/zenodo.14888965,Princeton-CDH/annotorious-tahqiq: 1.5.1,Research Software,Software Release,Views,241,2026-08-20,ok
o175,https://doi.org/10.5281/zenodo.14888965,Princeton-CDH/annotorious-tahqiq: 1.5.1,Research Software,Software Release,Downloads,62,2026-08-20,ok
o176,https://doi.org/10.5281/zenodo.14750659,Princeton-CDH/piffle: v0.6.1,Research Software,Software Release,Views,68,2026-08-20,ok
o176,https://doi.org/10.5281/zenodo.14750659,Princeton-CDH/piffle: v0.6.1,Research Software,Software Release,Downloads,19,2026-08-20,ok
o177,https://doi.org/10.5281/zenodo.14889293,Princeton-CDH/mep-django: v1.7.2,Shakespeare and Company,Software Release,Views,129,2026-08-20,ok
o177,https://doi.org/10.5281/zenodo.14889293,Princeton-CDH/mep-django: v1.7.2,Shakespeare and Company,Software Release,Downloads,31,2026-08-20,ok
o178,https://doi.org/10.5281/ZENODO.5602038,Princeton-CDH/derrida-django: v1.3,Derrida's Margins,Software Release,Citation Count,1,2026-08-20,ok
o178,https://doi.org/10.5281/ZENODO.5602038,Princeton-CDH/derrida-django: v1.3,Derrida's Margins,Software Release,Views,,2026-08-20,manual
o178,https://doi.org/10.5281/ZENODO.5602038,Princeton-CDH/derrida-django: v1.3,Derrida's Margins,Software Release,Downloads,,2026-08-20,manual
o179,https://doi.org/10.5281/zenodo.3944796,Princeton-CDH/mep-django: v1.2,Shakespeare and Company,Software Release,Views,157,2026-08-20,ok
o179,https://doi.org/10.5281/zenodo.3944796,Princeton-CDH/mep-django: v1.2,Shakespeare and Company,Software Release,Downloads,25,2026-08-20,ok
o180,https://doi.org/10.5281/zenodo.3834179,Princeton-CDH/mep-django: v1.0,Shakespeare and Company,Software Release,Views,134,2026-08-20,ok
o180,https://doi.org/10.5281/zenodo.3834179,Princeton-CDH/mep-django: v1.0,Shakespeare and Company,Software Release,Downloads,24,2026-08-20,ok
o181,https://doi.org/10.5281/zenodo.1453447,Princeton-CDH/derrida-django: v1.2 Data exports and other improvements and fixes,Derrida's Margins,Software Release,Views,316,2026-08-20,ok
o181,https://doi.org/10.5281/zenodo.1453447,Princeton-CDH/derrida-django: v1.2 Data exports and other improvements and fixes,Derrida's Margins,Software Release,Downloads,51,2026-08-20,ok
o182,https://doi.org/10.5281/zenodo.2400705,Princeton-CDH/ppa-django: v3.0 Initial public release,Princeton Prosody Archive,Software Release,Views,307,2026-08-20,ok
o182,https://doi.org/10.5281/zenodo.2400705,Princeton-CDH/ppa-django: v3.0 Initial public release,Princeton Prosody Archive,Software Release,Downloads,49,2026-08-20,ok
o183,https://reallifemag.com/public-enemies/,Public Enemies,Staff Projects,Publication,Views,,2026-08-20,manual
o183,https://reallifemag.com/public-enemies/,Public Enemies,Staff Projects,Publication,Downloads,,2026-08-20,manual
o184,http://wi.mobilities.ca/grant-wythoff-aerophone-telephot-hypnobioscope-hugo-gernsbacks-media-theory/,"Aerophone, Telephot, Hypnobioscope: Hugo Gernsback’s Media Theory",Staff Projects,Publication,Views,,2026-08-20,manual
o184,http://wi.mobilities.ca/grant-wythoff-aerophone-telephot-hypnobioscope-hugo-gernsbacks-media-theory/,"Aerophone, Telephot, Hypnobioscope: Hugo Gernsback’s Media Theory",Staff Projects,Publication,Downloads,,2026-08-20,manual
o185,http://theappendix.net/issues/2014/7/the-invention-of-wireless-cryptography,The Invention of Wireless Cryptography,Staff Projects,Publication,Views,,2026-08-20,manual
o185,http://theappendix.net/issues/2014/7/the-invention-of-wireless-cryptography,The Invention of Wireless Cryptography,Staff Projects,Publication,Downloads,,2026-08-20,manual
o186,https://doi.org/10.1353/con.2018.0024,On Method in the Humanities,Staff Projects,Publication,Citation Count,2,2026-08-20,ok
o186,https://doi.org/10.1353/con.2018.0024,On Method in the Humanities,Staff Projects,Publication,Views,,2026-08-20,manual
o186,https://doi.org/10.1353/con.2018.0024,On Method in the Humanities,Staff Projects,Publication,Downloads,,2026-08-20,manual
o187,https://doi.org/10.1353/rhm.2018.0003,Track Changes: A Literary History of Word Processing by Matthew G. Kirschenbaum (review),Staff Projects,Publication,Views,,2026-08-20,manual
o187,https://doi.org/10.1353/rhm.2018.0003,Track Changes: A Literary History of Word Processing by Matthew G. Kirschenbaum (review),Staff Projects,Publication,Downloads,,2026-08-20,manual
o188,https://www.washingtonpost.com/outlook/silicon-valleys-attempts-to-self-police-are-anti-democratic-theyre-also-not-new/2018/08/17/cd44fb22-9b1d-11e8-843b-36e177f3081c_story.html,Silicon Valley is Ready to Make Your Decisions For You,Staff Projects,Publication,Views,,2026-08-20,manual
o188,https://www.washingtonpost.com/outlook/silicon-valleys-attempts-to-self-police-are-anti-democratic-theyre-also-not-new/2018/08/17/cd44fb22-9b1d-11e8-843b-36e177f3081c_story.html,Silicon Valley is Ready to Make Your Decisions For You,Staff Projects,Publication,Downloads,,2026-08-20,manual
o189,https://doi.org/10.1162/GREY_a_00106,"Pocket Wireless and the Shape of Media to Come, 1899–1922",Staff Projects,Publication,Citation Count,8,2026-08-20,ok
o189,https://doi.org/10.1162/GREY_a_00106,"Pocket Wireless and the Shape of Media to Come, 1899–1922",Staff Projects,Publication,Views,,2026-08-20,manual
o189,https://doi.org/10.1162/GREY_a_00106,"Pocket Wireless and the Shape of Media to Come, 1899–1922",Staff Projects,Publication,Downloads,,2026-08-20,manual
o190,https://doi.org/10.1558/jca.v2i1.27061,Artifactual Interpretation,Staff Projects,Publication,Views,,2026-08-20,manual
o190,https://doi.org/10.1558/jca.v2i1.27061,Artifactual Interpretation,Staff Projects,Publication,Downloads,,2026-08-20,manual
o191,http://programminghistorian.org/lessons/sustainable-authorship-in-plain-text-using-pandoc-and-markdown,Sustainable Authorship in Plain Text using Pandoc and Markdown,Staff Projects,Publication,Views,,2026-08-20,manual
o191,http://programminghistorian.org/lessons/sustainable-authorship-in-plain-text-using-pandoc-and-markdown,Sustainable Authorship in Plain Text using Pandoc and Markdown,Staff Projects,Publication,Downloads,,2026-08-20,manual
o192,https://www.teachingmedia.org/design-and-dh-in-the-media-studies-classroom/,Design and DH in the Media Studies Classroom,Staff Projects,Publication,Views,,2026-08-20,manual
o192,https://www.teachingmedia.org/design-and-dh-in-the-media-studies-classroom/,Design and DH in the Media Studies Classroom,Staff Projects,Publication,Downloads,,2026-08-20,manual
o193,http://mediafieldsjournal.squarespace.com/the-form-of-content-delivery/,The Form of Content Delivery,Staff Projects,Publication,Views,,2026-08-20,manual
o193,http://mediafieldsjournal.squarespace.com/the-form-of-content-delivery/,The Form of Content Delivery,Staff Projects,Publication,Downloads,,2026-08-20,manual
o194,https://academic.oup.com/DocumentLibrary/ALH/Online%20Review%20Series%2015/15Grant%20Wythoff.pdf,Network Aesthetics by Patrick Jagoda (review),Staff Projects,Publication,Views,,2026-08-20,manual
o194,https://academic.oup.com/DocumentLibrary/ALH/Online%20Review%20Series%2015/15Grant%20Wythoff.pdf,Network Aesthetics by Patrick Jagoda (review),Staff Projects,Publication,Downloads,,2026-08-20,manual
o196,https://doi.org/10.1353/elh.2015.0020,"""Imperfectly Civilized"": Ballads, Nations, and Histories of Form",Princeton Prosody Archive,Publication,Citation Count,64,2026-08-20,ok
o196,https://doi.org/10.1353/elh.2015.0020,"""Imperfectly Civilized"": Ballads, Nations, and Histories of Form",Princeton Prosody Archive,Publication,Views,,2026-08-20,manual
o196,https://doi.org/10.1353/elh.2015.0020,"""Imperfectly Civilized"": Ballads, Nations, and Histories of Form",Princeton Prosody Archive,Publication,Downloads,,2026-08-20,manual
o197,https://www.jstor.org/stable/10.2979/victorianstudies.61.2.05,"Response: Women's Poetry, Women's Vision, Women's Power",Princeton Prosody Archive,Publication,Views,,2026-08-20,manual
o197,https://www.jstor.org/stable/10.2979/victorianstudies.61.2.05,"Response: Women's Poetry, Women's Vision, Women's Power",Princeton Prosody Archive,Publication,Downloads,,2026-08-20,manual
o198,https://doi.org/https://doi.org/10.31835/crdh.2019.02,A Committee of the Whole,Staff Projects,Publication,Views,,2026-08-20,manual
o198,https://doi.org/https://doi.org/10.31835/crdh.2019.02,A Committee of the Whole,Staff Projects,Publication,Downloads,,2026-08-20,manual
o199,https://dhtraining.org/hilt/course/spaces-and-stories-in-the-black-public-humanities/,Spaces and Stories in the Black Public Humanities,Staff Projects,Presentation / Poster,Views,,2026-08-20,manual
o199,https://dhtraining.org/hilt/course/spaces-and-stories-in-the-black-public-humanities/,Spaces and Stories in the Black Public Humanities,Staff Projects,Presentation / Poster,Downloads,,2026-08-20,manual
o200,https://dh2018.adho.org/en/bridging-digital-humanities-internal-and-open-source-software-projects-through-reusable-building-blocks/,Bridging Digital Humanities Internal and Open Source Software Projects through Reusable Building Blocks,Digital Humanities Processes and Practices,Presentation / Poster,Views,,2026-08-20,manual
o200,https://dh2018.adho.org/en/bridging-digital-humanities-internal-and-open-source-software-projects-through-reusable-building-blocks/,Bridging Digital Humanities Internal and Open Source Software Projects through Reusable Building Blocks,Digital Humanities Processes and Practices,Presentation / Poster,Downloads,,2026-08-20,manual
o201,https://doi.org/10.5281/zenodo.1299972,Princeton-CDH/derrida-django: v1.1,Derrida's Margins,Software Release,Views,198,2026-08-20,ok
o201,https://doi.org/10.5281/zenodo.1299972,Princeton-CDH/derrida-django: v1.1,Derrida's Margins,Software Release,Downloads,36,2026-08-20,ok
